OrderID,SKU,Date,Units_Sold,Store_ID
73,SKU016,2025-01-01,28,S01
74,SKU016,2025-01-01,20,S02
75,SKU016,2025-01-01,17,S03
76,SKU016,2025-01-01,20,S04
77,SKU017,2025-01-01,17,S01
78,SKU017,2025-01-01,23,S02
79,SKU017,2025-01-01,34,S03
80,SKU017,2025-01-01,14,S04
81,SKU017,2025-01-01,11,S05
82,SKU018,2025-01-01,14,S01
83,SKU018,2025-01-01,29,S02
84,SKU018,2025-01-01,23,S03
85,SKU018,2025-01-01,14,S04
86,SKU018,2025-01-01,25,S05
87,SKU019,2025-01-01,20,S01
88,SKU019,2025-01-01,29,S02
89,SKU019,2025-01-01,12,S03
90,SKU019,2025-01-01,16,S04
91,SKU019,2025-01-01,16,S05
92,SKU020,2025-01-01,5,S01
93,SKU020,2025-01-01,22,S02
94,SKU020,2025-01-01,22,S03
95,SKU020,2025-01-01,20,S04
96,SKU020,2025-01-01,17,S05
97,SKU021,2025-01-01,5,S01
98,SKU021,2025-01-01,15,S02
99,SKU021,2025-01-01,16,S03
100,SKU021,2025-01-01,11,S04
101,SKU021,2025-01-01,18,S05
102,SKU022,2025-01-01,24,S01
103,SKU022,2025-01-01,38,S02
104,SKU022,2025-01-01,21,S03
105,SKU022,2025-01-01,22,S04
106,SKU022,2025-01-01,19,S05
107,SKU023,2025-01-01,19,S02
108,SKU023,2025-01-01,20,S03
109,SKU023,2025-01-01,44,S04
110,SKU023,2025-01-01,18,S05
111,SKU024,2025-01-01,23,S01
112,SKU024,2025-01-01,19,S02
113,SKU024,2025-01-01,8,S03
114,SKU024,2025-01-01,31,S04
115,SKU024,2025-01-01,27,S05
116,SKU025,2025-01-01,27,S01
117,SKU025,2025-01-01,10,S02
118,SKU025,2025-01-01,34,S03
119,SKU025,2025-01-01,5,S04
120,SKU025,2025-01-01,25,S05
121,SKU026,2025-01-01,41,S01
122,SKU026,2025-01-01,10,S02
123,SKU026,2025-01-01,14,S03
124,SKU026,2025-01-01,20,S04
125,SKU026,2025-01-01,14,S05
126,SKU027,2025-01-01,4,S01
127,SKU027,2025-01-01,20,S02
128,SKU027,2025-01-01,9,S03
129,SKU027,2025-01-01,24,S04
130,SKU027,2025-01-01,10,S05
131,SKU028,2025-01-01,35,S01
132,SKU028,2025-01-01,12,S02
133,SKU028,2025-01-01,16,S03
134,SKU028,2025-01-01,28,S04
135,SKU028,2025-01-01,7,S05
136,SKU029,2025-01-01,22,S01
137,SKU029,2025-01-01,33,S02
138,SKU029,2025-01-01,3,S03
139,SKU029,2025-01-01,21,S04
140,SKU029,2025-01-01,22,S05
141,SKU030,2025-01-01,27,S01
142,SKU030,2025-01-01,7,S02
143,SKU030,2025-01-01,6,S03
144,SKU030,2025-01-01,25,S04
145,SKU030,2025-01-01,22,S05
146,SKU031,2025-01-01,22,S01
147,SKU031,2025-01-01,23,S02
148,SKU031,2025-01-01,13,S03
149,SKU031,2025-01-01,22,S04
150,SKU031,2025-01-01,22,S05
151,SKU032,2025-01-01,12,S01
152,SKU032,2025-01-01,38,S02
153,SKU032,2025-01-01,24,S03
154,SKU032,2025-01-01,8,S04
155,SKU032,2025-01-01,26,S05
156,SKU033,2025-01-01,10,S01
157,SKU033,2025-01-01,27,S02
158,SKU033,2025-01-01,31,S03
159,SKU033,2025-01-01,11,S04
160,SKU033,2025-01-01,29,S05
161,SKU034,2025-01-01,24,S01
162,SKU034,2025-01-01,28,S02
163,SKU034,2025-01-01,38,S03
164,SKU034,2025-01-01,17,S04
165,SKU034,2025-01-01,12,S05
166,SKU035,2025-01-01,11,S01
167,SKU035,2025-01-01,11,S02
168,SKU035,2025-01-01,19,S03
169,SKU035,2025-01-01,23,S04
170,SKU035,2025-01-01,22,S05
171,SKU036,2025-01-01,28,S01
172,SKU036,2025-01-01,20,S02
173,SKU036,2025-01-01,34,S03
174,SKU036,2025-01-01,17,S04
175,SKU036,2025-01-01,47,S05
176,SKU037,2025-01-01,26,S01
177,SKU037,2025-01-01,11,S02
178,SKU037,2025-01-01,9,S03
179,SKU037,2025-01-01,24,S04
180,SKU037,2025-01-01,17,S05
181,SKU038,2025-01-01,27,S01
182,SKU038,2025-01-01,24,S02
183,SKU038,2025-01-01,19,S03
184,SKU038,2025-01-01,11,S04
185,SKU038,2025-01-01,4,S05
186,SKU039,2025-01-01,15,S01
187,SKU039,2025-01-01,28,S02
188,SKU039,2025-01-01,22,S03
189,SKU039,2025-01-01,7,S04
190,SKU039,2025-01-01,21,S05
191,SKU040,2025-01-01,23,S01
192,SKU040,2025-01-01,11,S02
193,SKU040,2025-01-01,21,S03
194,SKU040,2025-01-01,20,S04
195,SKU040,2025-01-01,8,S05
196,SKU041,2025-01-01,23,S01
197,SKU041,2025-01-01,25,S02
198,SKU041,2025-01-01,30,S03
199,SKU041,2025-01-01,30,S04
200,SKU041,2025-01-01,6,S05
201,SKU042,2025-01-01,10,S01
202,SKU042,2025-01-01,25,S02
203,SKU042,2025-01-01,25,S03
204,SKU042,2025-01-01,25,S04
205,SKU042,2025-01-01,58,S05
206,SKU043,2025-01-01,25,S01
207,SKU043,2025-01-01,31,S02
208,SKU043,2025-01-01,29,S03
209,SKU043,2025-01-01,26,S04
210,SKU043,2025-01-01,16,S05
211,SKU044,2025-01-01,27,S01
212,SKU044,2025-01-01,12,S02
213,SKU044,2025-01-01,17,S03
214,SKU044,2025-01-01,15,S04
215,SKU044,2025-01-01,20,S05
216,SKU045,2025-01-01,43,S01
217,SKU045,2025-01-01,1,S02
218,SKU045,2025-01-01,26,S03
219,SKU045,2025-01-01,3,S04
220,SKU045,2025-01-01,15,S05
221,SKU046,2025-01-01,30,S01
222,SKU046,2025-01-01,20,S02
223,SKU046,2025-01-01,9,S03
224,SKU046,2025-01-01,12,S04
225,SKU046,2025-01-01,26,S05
226,SKU047,2025-01-01,12,S01
227,SKU047,2025-01-01,22,S02
228,SKU047,2025-01-01,20,S03
229,SKU047,2025-01-01,13,S04
230,SKU047,2025-01-01,41,S05
231,SKU048,2025-01-01,26,S01
232,SKU048,2025-01-01,21,S03
233,SKU048,2025-01-01,13,S04
234,SKU048,2025-01-01,28,S05
235,SKU049,2025-01-01,12,S01
236,SKU049,2025-01-01,18,S02
237,SKU049,2025-01-01,25,S03
238,SKU049,2025-01-01,28,S04
239,SKU049,2025-01-01,7,S05
240,SKU050,2025-01-01,16,S01
241,SKU050,2025-01-01,15,S02
242,SKU050,2025-01-01,13,S03
243,SKU050,2025-01-01,37,S04
244,SKU050,2025-01-01,24,S05
245,SKU051,2025-01-01,7,S01
246,SKU051,2025-01-01,29,S02
247,SKU051,2025-01-01,41,S03
248,SKU051,2025-01-01,30,S04
249,SKU051,2025-01-01,4,S05
250,SKU052,2025-01-01,15,S01
251,SKU052,2025-01-01,32,S02
252,SKU052,2025-01-01,12,S03
253,SKU052,2025-01-01,24,S04
254,SKU052,2025-01-01,27,S05
255,SKU053,2025-01-01,10,S01
256,SKU053,2025-01-01,19,S02
257,SKU053,2025-01-01,9,S04
258,SKU053,2025-01-01,17,S05
259,SKU054,2025-01-01,7,S01
260,SKU054,2025-01-01,36,S02
261,SKU054,2025-01-01,5,S03
262,SKU054,2025-01-01,15,S04
263,SKU054,2025-01-01,21,S05
264,SKU055,2025-01-01,34,S01
265,SKU055,2025-01-01,5,S02
266,SKU055,2025-01-01,31,S03
267,SKU055,2025-01-01,20,S04
268,SKU055,2025-01-01,10,S05
269,SKU056,2025-01-01,24,S01
270,SKU056,2025-01-01,21,S02
271,SKU056,2025-01-01,13,S03
272,SKU056,2025-01-01,20,S04
273,SKU056,2025-01-01,16,S05
274,SKU057,2025-01-01,21,S01
275,SKU057,2025-01-01,26,S02
276,SKU057,2025-01-01,35,S03
277,SKU057,2025-01-01,7,S04
278,SKU057,2025-01-01,41,S05
279,SKU058,2025-01-01,18,S02
280,SKU058,2025-01-01,25,S03
281,SKU058,2025-01-01,22,S04
282,SKU058,2025-01-01,13,S05
283,SKU059,2025-01-01,17,S01
284,SKU059,2025-01-01,15,S02
285,SKU059,2025-01-01,14,S03
286,SKU059,2025-01-01,28,S04
287,SKU059,2025-01-01,23,S05
288,SKU060,2025-01-01,13,S01
289,SKU060,2025-01-01,28,S02
290,SKU060,2025-01-01,23,S03
291,SKU060,2025-01-01,28,S04
292,SKU060,2025-01-01,26,S05
293,SKU061,2025-01-01,11,S01
294,SKU061,2025-01-01,14,S02
295,SKU061,2025-01-01,27,S03
296,SKU061,2025-01-01,26,S04
297,SKU061,2025-01-01,19,S05
298,SKU062,2025-01-01,21,S01
299,SKU062,2025-01-01,32,S02
300,SKU062,2025-01-01,14,S03
301,SKU062,2025-01-01,25,S04
302,SKU062,2025-01-01,17,S05
303,SKU063,2025-01-01,17,S01
304,SKU063,2025-01-01,30,S02
305,SKU063,2025-01-01,28,S03
306,SKU063,2025-01-01,28,S04
307,SKU063,2025-01-01,33,S05
308,SKU064,2025-01-01,20,S01
309,SKU064,2025-01-01,26,S02
310,SKU064,2025-01-01,16,S03
311,SKU064,2025-01-01,23,S04
312,SKU064,2025-01-01,18,S05
313,SKU065,2025-01-01,20,S01
314,SKU065,2025-01-01,25,S02
315,SKU065,2025-01-01,11,S03
316,SKU065,2025-01-01,40,S04
317,SKU065,2025-01-01,9,S05
318,SKU066,2025-01-01,7,S01
319,SKU066,2025-01-01,31,S02
320,SKU066,2025-01-01,27,S03
321,SKU066,2025-01-01,26,S04
322,SKU066,2025-01-01,26,S05
323,SKU067,2025-01-01,19,S01
324,SKU067,2025-01-01,11,S02
325,SKU067,2025-01-01,20,S03
326,SKU067,2025-01-01,13,S04
327,SKU067,2025-01-01,29,S05
328,SKU068,2025-01-01,18,S01
329,SKU068,2025-01-01,11,S02
330,SKU068,2025-01-01,16,S03
331,SKU068,2025-01-01,24,S04
332,SKU068,2025-01-01,14,S05
333,SKU069,2025-01-01,11,S01
334,SKU069,2025-01-01,22,S02
335,SKU069,2025-01-01,22,S03
336,SKU069,2025-01-01,14,S04
337,SKU069,2025-01-01,15,S05
338,SKU070,2025-01-01,22,S01
339,SKU070,2025-01-01,5,S02
340,SKU070,2025-01-01,5,S03
341,SKU070,2025-01-01,12,S04
342,SKU070,2025-01-01,17,S05
343,SKU071,2025-01-01,23,S01
344,SKU071,2025-01-01,34,S02
345,SKU071,2025-01-01,28,S03
346,SKU071,2025-01-01,18,S04
347,SKU071,2025-01-01,19,S05
348,SKU072,2025-01-01,9,S01
349,SKU072,2025-01-01,19,S02
350,SKU072,2025-01-01,17,S03
351,SKU072,2025-01-01,23,S04
352,SKU072,2025-01-01,11,S05
353,SKU073,2025-01-01,25,S01
354,SKU073,2025-01-01,35,S02
355,SKU073,2025-01-01,18,S03
356,SKU073,2025-01-01,24,S04
357,SKU073,2025-01-01,26,S05
358,SKU074,2025-01-01,15,S01
359,SKU074,2025-01-01,22,S02
360,SKU074,2025-01-01,20,S03
361,SKU074,2025-01-01,20,S04
362,SKU074,2025-01-01,12,S05
363,SKU075,2025-01-01,20,S01
364,SKU075,2025-01-01,24,S02
365,SKU075,2025-01-01,34,S03
366,SKU075,2025-01-01,29,S04
367,SKU075,2025-01-01,41,S05
368,SKU076,2025-01-01,12,S01
369,SKU076,2025-01-01,28,S02
370,SKU076,2025-01-01,21,S03
371,SKU076,2025-01-01,41,S04
372,SKU076,2025-01-01,11,S05
373,SKU077,2025-01-01,11,S01
374,SKU077,2025-01-01,14,S02
375,SKU077,2025-01-01,14,S04
376,SKU077,2025-01-01,12,S05
377,SKU078,2025-01-01,21,S01
378,SKU078,2025-01-01,23,S02
379,SKU078,2025-01-01,38,S03
380,SKU078,2025-01-01,29,S04
381,SKU078,2025-01-01,14,S05
382,SKU079,2025-01-01,11,S01
383,SKU079,2025-01-01,24,S02
384,SKU079,2025-01-01,6,S03
385,SKU079,2025-01-01,38,S04
386,SKU079,2025-01-01,31,S05
387,SKU080,2025-01-01,15,S01
388,SKU080,2025-01-01,2,S02
389,SKU080,2025-01-01,33,S03
390,SKU080,2025-01-01,18,S04
391,SKU080,2025-01-01,32,S05
392,SKU081,2025-01-01,4,S01
393,SKU081,2025-01-01,14,S02
394,SKU081,2025-01-01,20,S03
395,SKU081,2025-01-01,20,S04
396,SKU081,2025-01-01,15,S05
397,SKU082,2025-01-01,26,S01
398,SKU082,2025-01-01,9,S02
399,SKU082,2025-01-01,18,S03
400,SKU082,2025-01-01,21,S04
401,SKU082,2025-01-01,25,S05
402,SKU083,2025-01-01,27,S01
403,SKU083,2025-01-01,8,S02
404,SKU083,2025-01-01,4,S03
405,SKU083,2025-01-01,32,S04
406,SKU083,2025-01-01,23,S05
407,SKU084,2025-01-01,12,S01
408,SKU084,2025-01-01,35,S02
409,SKU084,2025-01-01,21,S03
410,SKU084,2025-01-01,31,S04
411,SKU084,2025-01-01,20,S05
412,SKU085,2025-01-01,40,S01
413,SKU085,2025-01-01,37,S02
414,SKU085,2025-01-01,17,S03
415,SKU085,2025-01-01,29,S04
416,SKU085,2025-01-01,26,S05
417,SKU086,2025-01-01,33,S01
418,SKU086,2025-01-01,10,S02
419,SKU086,2025-01-01,26,S03
420,SKU086,2025-01-01,30,S04
421,SKU086,2025-01-01,2,S05
422,SKU087,2025-01-01,8,S01
423,SKU087,2025-01-01,17,S03
424,SKU087,2025-01-01,27,S04
425,SKU087,2025-01-01,35,S05
426,SKU088,2025-01-01,20,S01
427,SKU088,2025-01-01,36,S02
428,SKU088,2025-01-01,6,S03
429,SKU088,2025-01-01,2,S04
430,SKU088,2025-01-01,19,S05
431,SKU089,2025-01-01,23,S01
432,SKU089,2025-01-01,19,S02
433,SKU089,2025-01-01,19,S04
434,SKU089,2025-01-01,6,S05
435,SKU090,2025-01-01,26,S01
436,SKU090,2025-01-01,23,S02
437,SKU090,2025-01-01,10,S03
438,SKU090,2025-01-01,14,S04
439,SKU090,2025-01-01,9,S05
440,SKU091,2025-01-01,19,S01
441,SKU091,2025-01-01,29,S02
442,SKU091,2025-01-01,10,S03
443,SKU091,2025-01-01,25,S04
444,SKU091,2025-01-01,14,S05
445,SKU092,2025-01-01,12,S01
446,SKU092,2025-01-01,18,S02
447,SKU092,2025-01-01,9,S03
448,SKU092,2025-01-01,14,S04
449,SKU092,2025-01-01,8,S05
450,SKU093,2025-01-01,39,S01
451,SKU093,2025-01-01,20,S02
452,SKU093,2025-01-01,13,S03
453,SKU093,2025-01-01,22,S04
454,SKU093,2025-01-01,18,S05
455,SKU094,2025-01-01,17,S01
456,SKU094,2025-01-01,26,S02
457,SKU094,2025-01-01,27,S03
458,SKU094,2025-01-01,14,S04
459,SKU094,2025-01-01,14,S05
460,SKU095,2025-01-01,17,S01
461,SKU095,2025-01-01,4,S03
462,SKU095,2025-01-01,33,S04
463,SKU095,2025-01-01,36,S05
464,SKU096,2025-01-01,17,S01
465,SKU096,2025-01-01,25,S02
466,SKU096,2025-01-01,23,S03
467,SKU096,2025-01-01,50,S04
468,SKU096,2025-01-01,31,S05
469,SKU097,2025-01-01,18,S01
470,SKU097,2025-01-01,10,S02
471,SKU097,2025-01-01,3,S03
472,SKU097,2025-01-01,22,S04
473,SKU097,2025-01-01,12,S05
474,SKU098,2025-01-01,5,S01
475,SKU098,2025-01-01,13,S02
476,SKU098,2025-01-01,9,S03
477,SKU098,2025-01-01,36,S04
478,SKU098,2025-01-01,28,S05
479,SKU099,2025-01-01,19,S01
480,SKU099,2025-01-01,34,S02
481,SKU099,2025-01-01,20,S03
482,SKU099,2025-01-01,11,S04
483,SKU099,2025-01-01,35,S05
484,SKU100,2025-01-01,25,S01
485,SKU100,2025-01-01,9,S02
486,SKU100,2025-01-01,18,S03
487,SKU100,2025-01-01,11,S04
488,SKU100,2025-01-01,6,S05
489,SKU001,2025-01-02,29,S01
490,SKU001,2025-01-02,39,S02
491,SKU001,2025-01-02,6,S03
492,SKU001,2025-01-02,25,S04
493,SKU001,2025-01-02,13,S05
494,SKU002,2025-01-02,15,S01
495,SKU002,2025-01-02,14,S02
496,SKU002,2025-01-02,11,S03
497,SKU002,2025-01-02,20,S04
498,SKU002,2025-01-02,11,S05
499,SKU003,2025-01-02,22,S01
500,SKU003,2025-01-02,19,S02
501,SKU003,2025-01-02,17,S03
502,SKU003,2025-01-02,10,S04
503,SKU003,2025-01-02,14,S05
504,SKU004,2025-01-02,27,S01
505,SKU004,2025-01-02,25,S02
506,SKU004,2025-01-02,10,S03
507,SKU004,2025-01-02,20,S04
508,SKU004,2025-01-02,27,S05
509,SKU005,2025-01-02,3,S01
510,SKU005,2025-01-02,25,S02
511,SKU005,2025-01-02,13,S03
512,SKU005,2025-01-02,25,S04
513,SKU005,2025-01-02,12,S05
514,SKU006,2025-01-02,1,S01
515,SKU006,2025-01-02,3,S02
516,SKU006,2025-01-02,20,S03
517,SKU006,2025-01-02,22,S04
518,SKU006,2025-01-02,10,S05
519,SKU007,2025-01-02,26,S01
520,SKU007,2025-01-02,3,S02
521,SKU007,2025-01-02,19,S03
522,SKU007,2025-01-02,7,S04
523,SKU007,2025-01-02,13,S05
524,SKU008,2025-01-02,20,S01
525,SKU008,2025-01-02,11,S02
526,SKU008,2025-01-02,16,S03
527,SKU008,2025-01-02,30,S04
528,SKU008,2025-01-02,14,S05
529,SKU009,2025-01-02,28,S01
530,SKU009,2025-01-02,8,S02
531,SKU009,2025-01-02,25,S03
532,SKU009,2025-01-02,34,S04
533,SKU010,2025-01-02,12,S01
534,SKU010,2025-01-02,25,S02
535,SKU010,2025-01-02,17,S03
536,SKU010,2025-01-02,23,S04
537,SKU010,2025-01-02,13,S05
538,SKU011,2025-01-02,20,S01
539,SKU011,2025-01-02,18,S02
540,SKU011,2025-01-02,31,S03
541,SKU011,2025-01-02,22,S04
542,SKU011,2025-01-02,23,S05
543,SKU012,2025-01-02,15,S01
544,SKU012,2025-01-02,15,S02
545,SKU012,2025-01-02,15,S03
546,SKU012,2025-01-02,23,S04
547,SKU012,2025-01-02,15,S05
548,SKU013,2025-01-02,22,S01
549,SKU013,2025-01-02,40,S02
550,SKU013,2025-01-02,28,S03
551,SKU013,2025-01-02,16,S04
552,SKU013,2025-01-02,32,S05
553,SKU014,2025-01-02,15,S01
554,SKU014,2025-01-02,9,S03
555,SKU014,2025-01-02,1,S04
556,SKU014,2025-01-02,16,S05
557,SKU015,2025-01-02,20,S01
558,SKU015,2025-01-02,36,S02
559,SKU015,2025-01-02,23,S03
560,SKU015,2025-01-02,17,S04
561,SKU015,2025-01-02,28,S05
562,SKU016,2025-01-02,22,S02
563,SKU016,2025-01-02,27,S03
564,SKU016,2025-01-02,5,S04
565,SKU016,2025-01-02,31,S05
566,SKU017,2025-01-02,23,S01
567,SKU017,2025-01-02,15,S02
568,SKU017,2025-01-02,26,S03
569,SKU017,2025-01-02,42,S04
570,SKU017,2025-01-02,21,S05
571,SKU018,2025-01-02,22,S01
572,SKU018,2025-01-02,15,S02
573,SKU018,2025-01-02,11,S03
574,SKU018,2025-01-02,28,S04
575,SKU018,2025-01-02,11,S05
576,SKU019,2025-01-02,20,S01
577,SKU019,2025-01-02,15,S02
578,SKU019,2025-01-02,24,S03
579,SKU019,2025-01-02,23,S04
580,SKU019,2025-01-02,30,S05
581,SKU020,2025-01-02,14,S01
582,SKU020,2025-01-02,17,S02
583,SKU020,2025-01-02,10,S03
584,SKU020,2025-01-02,15,S04
585,SKU020,2025-01-02,23,S05
586,SKU021,2025-01-02,27,S01
587,SKU021,2025-01-02,10,S02
588,SKU021,2025-01-02,28,S03
589,SKU021,2025-01-02,33,S04
590,SKU021,2025-01-02,24,S05
591,SKU022,2025-01-02,38,S01
592,SKU022,2025-01-02,12,S02
593,SKU022,2025-01-02,7,S03
594,SKU022,2025-01-02,2,S04
595,SKU022,2025-01-02,34,S05
596,SKU023,2025-01-02,26,S01
597,SKU023,2025-01-02,19,S02
598,SKU023,2025-01-02,22,S03
599,SKU023,2025-01-02,8,S04
600,SKU023,2025-01-02,44,S05
601,SKU024,2025-01-02,21,S01
602,SKU024,2025-01-02,21,S02
603,SKU024,2025-01-02,27,S03
604,SKU024,2025-01-02,24,S04
605,SKU024,2025-01-02,22,S05
606,SKU025,2025-01-02,12,S01
607,SKU025,2025-01-02,24,S02
608,SKU025,2025-01-02,38,S03
609,SKU025,2025-01-02,33,S04
610,SKU025,2025-01-02,35,S05
611,SKU026,2025-01-02,14,S01
612,SKU026,2025-01-02,10,S02
613,SKU026,2025-01-02,18,S03
614,SKU026,2025-01-02,20,S04
615,SKU026,2025-01-02,30,S05
616,SKU027,2025-01-02,3,S01
617,SKU027,2025-01-02,35,S02
618,SKU027,2025-01-02,18,S03
619,SKU027,2025-01-02,15,S04
620,SKU027,2025-01-02,9,S05
621,SKU028,2025-01-02,3,S01
622,SKU028,2025-01-02,28,S02
623,SKU028,2025-01-02,20,S03
624,SKU028,2025-01-02,7,S04
625,SKU028,2025-01-02,7,S05
626,SKU029,2025-01-02,16,S01
627,SKU029,2025-01-02,36,S02
628,SKU029,2025-01-02,17,S03
629,SKU029,2025-01-02,4,S04
630,SKU029,2025-01-02,17,S05
631,SKU030,2025-01-02,17,S01
632,SKU030,2025-01-02,19,S03
633,SKU030,2025-01-02,17,S04
634,SKU030,2025-01-02,26,S05
635,SKU031,2025-01-02,38,S01
636,SKU031,2025-01-02,31,S02
637,SKU031,2025-01-02,17,S03
638,SKU031,2025-01-02,8,S04
639,SKU031,2025-01-02,45,S05
640,SKU032,2025-01-02,20,S01
641,SKU032,2025-01-02,20,S02
642,SKU032,2025-01-02,19,S03
643,SKU032,2025-01-02,21,S04
644,SKU032,2025-01-02,18,S05
645,SKU033,2025-01-02,14,S01
646,SKU033,2025-01-02,14,S02
647,SKU033,2025-01-02,19,S03
648,SKU033,2025-01-02,14,S04
649,SKU033,2025-01-02,12,S05
650,SKU034,2025-01-02,21,S01
651,SKU034,2025-01-02,17,S02
652,SKU034,2025-01-02,35,S03
653,SKU034,2025-01-02,30,S05
654,SKU035,2025-01-02,32,S01
655,SKU035,2025-01-02,16,S03
656,SKU035,2025-01-02,16,S04
657,SKU035,2025-01-02,5,S05
658,SKU036,2025-01-02,12,S01
659,SKU036,2025-01-02,8,S02
660,SKU036,2025-01-02,37,S03
661,SKU036,2025-01-02,29,S04
662,SKU036,2025-01-02,32,S05
663,SKU037,2025-01-02,27,S01
664,SKU037,2025-01-02,8,S02
665,SKU037,2025-01-02,14,S03
666,SKU037,2025-01-02,24,S04
667,SKU037,2025-01-02,7,S05
668,SKU038,2025-01-02,27,S01
669,SKU038,2025-01-02,17,S02
670,SKU038,2025-01-02,16,S03
671,SKU038,2025-01-02,27,S04
672,SKU038,2025-01-02,24,S05
673,SKU039,2025-01-02,16,S01
674,SKU039,2025-01-02,31,S02
675,SKU039,2025-01-02,9,S03
676,SKU039,2025-01-02,26,S04
677,SKU039,2025-01-02,25,S05
678,SKU040,2025-01-02,16,S01
679,SKU040,2025-01-02,23,S02
680,SKU040,2025-01-02,7,S03
681,SKU040,2025-01-02,29,S04
682,SKU040,2025-01-02,18,S05
683,SKU041,2025-01-02,14,S01
684,SKU041,2025-01-02,30,S02
685,SKU041,2025-01-02,12,S03
686,SKU041,2025-01-02,5,S04
687,SKU041,2025-01-02,4,S05
688,SKU042,2025-01-02,26,S01
689,SKU042,2025-01-02,7,S02
690,SKU042,2025-01-02,37,S03
691,SKU042,2025-01-02,36,S05
692,SKU043,2025-01-02,22,S01
693,SKU043,2025-01-02,19,S02
694,SKU043,2025-01-02,14,S03
695,SKU043,2025-01-02,23,S04
696,SKU043,2025-01-02,19,S05
697,SKU044,2025-01-02,31,S01
698,SKU044,2025-01-02,21,S02
699,SKU044,2025-01-02,21,S03
700,SKU044,2025-01-02,16,S04
701,SKU044,2025-01-02,19,S05
702,SKU045,2025-01-02,23,S01
703,SKU045,2025-01-02,2,S02
704,SKU045,2025-01-02,6,S03
705,SKU045,2025-01-02,27,S04
706,SKU045,2025-01-02,21,S05
707,SKU046,2025-01-02,18,S01
708,SKU046,2025-01-02,20,S02
709,SKU046,2025-01-02,23,S03
710,SKU046,2025-01-02,14,S04
711,SKU046,2025-01-02,12,S05
712,SKU047,2025-01-02,21,S01
713,SKU047,2025-01-02,10,S02
714,SKU047,2025-01-02,24,S03
715,SKU047,2025-01-02,2,S04
716,SKU047,2025-01-02,30,S05
717,SKU048,2025-01-02,24,S01
718,SKU048,2025-01-02,22,S02
719,SKU048,2025-01-02,29,S03
720,SKU048,2025-01-02,36,S04
721,SKU048,2025-01-02,30,S05
722,SKU049,2025-01-02,1,S01
723,SKU049,2025-01-02,7,S02
724,SKU049,2025-01-02,13,S03
725,SKU049,2025-01-02,20,S04
726,SKU049,2025-01-02,25,S05
727,SKU050,2025-01-02,12,S01
728,SKU050,2025-01-02,21,S02
729,SKU050,2025-01-02,12,S03
730,SKU050,2025-01-02,13,S04
731,SKU050,2025-01-02,5,S05
732,SKU051,2025-01-02,10,S01
733,SKU051,2025-01-02,6,S02
734,SKU051,2025-01-02,10,S03
